"from_iso3","to_iso3","q_initial","net_initial","trade_USD_t","adv","sdt_USD_t","dummy_q_initial","SPAM_code"
"ARG","BRA",0.4914765,0.2106809,54.6273429044683,0.103617278435781,42.3809164193311,1,"SOYABEAN"
"ARG","CAN",0.758749,0.758749,304.764273094404,0.02375,13.1304314808223,1,"SOYABEAN"
"ARG","CHN",5475.825872,5475.6881767,682.541317798448,0.09375,51.8306505821931,1,"SOYABEAN"
"ARG","DEU",27.379434,27.379434,385.594801082439,0.0305,16.8622383227402,1,"SOYABEAN"
"ARG","IDN",0.633023,0.633023,577.840633053095,0.0625,34.5537670547954,1,"SOYABEAN"
"ARG","RUS",113.591,113.591,487.832956692404,0.024375,13.4759691513702,1,"SOYABEAN"
"ARG","R_ASP",92.859851,92.859851,546.033980937672,0.183333333333333,120.707826244752,1,"SOYABEAN"
"ARG","R_CSA",104.4805733,38.4033993,116.025038437085,0.0588275870940476,48.2775709799167,1,"SOYABEAN"
"ARG","R_NMC",648.862903,648.862903,440.818989219589,0.0748,55.6085291135174,1,"SOYABEAN"
"ARG","R_OEU",121.307815,121.307815,382.313490705749,0.0322777777777778,25.7080026887678,1,"SOYABEAN"
"ARG","R_SSA",0.39359,0.39359,275.587249195468,0.132090301002885,74.0236453148047,1,"SOYABEAN"
"ARG","USA",18.269548,18.02433155,267.260592023683,0.00825,4.561097251233,1,"SOYABEAN"
"AUS","CAN",0,-1.1280856,455.716872080097,0.097893422719377,58.2577621759405,0,"SOYABEAN"
"AUS","CHN",0,-2.5298016,133.146008124487,0.00375,2.07322602328773,0,"SOYABEAN"
"AUS","IDN",0,-2.293159,133.146008124487,0.005,2.76430136438363,0,"SOYABEAN"
"AUS","IND",0.12385,0.12385,316.898898909516,0.3375,186.590342095895,1,"SOYABEAN"
"AUS","R_ASP",0.4506864,-7.8916052,182.140302996135,0.132201388888889,119.600011531298,1,"SOYABEAN"
"AUS","R_OEU",0,-0.4677964,319.664161222784,0.0322777777777778,25.7080026887678,0,"SOYABEAN"
"AUS","USA",0,-0.0624997,455.716872080097,0.097893422719377,58.2577621759405,0,"SOYABEAN"
"BRA","ARG",0.2807956,-0.2106809,54.9339972407093,0.103617278435781,42.3809164193311,1,"SOYABEAN"
"BRA","CHN",60598.953828,60598.785722,585.058900213466,0.09375,25.246875,1,"SOYABEAN"
"BRA","COL",0.1048772,0.1048772,116.367499828736,0.103617278435781,42.3809164193311,1,"SOYABEAN"
"BRA","DEU",43.272952,43.272952,292.860196373744,0.0305,8.21365,1,"SOYABEAN"
"BRA","FIN",0.1818386,0.1818386,366.474769622876,0.0305,8.21365,1,"SOYABEAN"
"BRA","GBR",649.782473,649.782473,267.398291674315,0.0305,8.21365,1,"SOYABEAN"
"BRA","GRC",106.170167,106.170167,294.812645195366,0.0305,8.21365,1,"SOYABEAN"
"BRA","MEX",49.5316,49.5316,224.679455503828,0.09375,25.246875,1,"SOYABEAN"
