"from_iso3","to_iso3","q_initial","net_initial","trade_USD_t","adv","sdt_USD_t","dummy_q_initial","SPAM_code"
"ARG","AUS",0,-0.0320772,551.578138281287,0.0117647058823529,3.37823598507997,0,"WHEAT"
"ARG","BRA",4196.5519725,4194.645115,49.8994981992846,0.194828084524874,43.9769389504382,1,"WHEAT"
"ARG","CAN",0.0939468,0.0939468,311.197583223647,0.290090146605882,83.2994026353948,1,"WHEAT"
"ARG","CHN",0,-0.1570457,551.578138281287,0.24,68.9160140956313,0,"WHEAT"
"ARG","COL",26.2789785,26.2789785,120.181428930105,0.00441176470588235,1.26683849440499,1,"WHEAT"
"ARG","DEU",0.0159819,-0.3853511,415.402523346898,0.245018861494118,70.3571804684339,1,"WHEAT"
"ARG","DNK",0,-0.0172204,315.905127977025,0.245018861494118,70.3571804684339,0,"WHEAT"
"ARG","ETH",277.96216,277.96216,369.171148977062,0.240196078429412,68.9723180281529,1,"WHEAT"
"ARG","GBR",0.0082284,-0.0449793,395.270216995941,0.245018861494118,70.3571804684339,1,"WHEAT"
"ARG","IDN",2333.7483906,2333.6885136,532.281941409184,0.115098039217647,33.050408721262,1,"WHEAT"
"ARG","MEX",0.403796,0.3414005,232.332996495231,0.0982263425411765,28.2057000297084,1,"WHEAT"
"ARG","R_ASP",958.9053793,958.8238753,533.433385457355,0.19083137435719,59.2715732218443,1,"WHEAT"
"ARG","R_CSA",705.91128415,705.52579755,113.829433686025,0.0764518251742296,30.7344045245064,1,"WHEAT"
"ARG","R_NEU",0.2214668,0.2214668,415.339675882098,0.181053387033613,51.9894907202929,1,"WHEAT"
"ARG","R_NMC",90.8008425,90.7962198,449.573728926837,0.156424101813647,56.0576450190589,1,"WHEAT"
"ARG","R_OEU",0.1813488,-1.47374725,408.01240202504,0.23811694217353,52.5202016240126,1,"WHEAT"
"ARG","R_SSA",929.4105945,929.4105945,254.992545420339,0.183512622817647,52.6222674120804,1,"WHEAT"
"ARG","TUR",0,-0.0217129,362.317307407593,0.258141229205882,74.1252691275674,0,"WHEAT"
"ARG","USA",9.0176818,8.8873303,269.15425821826,0.0269480841470588,7.73814394553735,1,"WHEAT"
"AUS","ARG",0.0320772,0.0320772,430.384208695491,0.150784313723529,35.4644705877741,1,"WHEAT"
"AUS","BRA",0.1488091,0.1216516,514.446876423375,0.138431372547059,32.5590588230682,1,"WHEAT"
"AUS","CAN",0.20970725,-0.89386255,575.25953401866,0.190241516117647,44.7448045908706,1,"WHEAT"
"AUS","CHN",669.4432645,663.6205702,245.396587821102,0.152941176470588,35.9717647058824,1,"WHEAT"
"AUS","COL",0.02892,0.0028234,558.38773036924,0.128431372547059,30.2070588230682,1,"WHEAT"
"AUS","DEU",0,-1.8228883,319.664161222784,0.210578217205882,49.5279966868235,0,"WHEAT"
"AUS","DNK",0,-2.2962378,319.664161222784,0.210578217205882,49.5279966868235,0,"WHEAT"
"AUS","FIN",0.0630366,0.0312809,556.519978360965,0.210578217205882,49.5279966868235,1,"WHEAT"
"AUS","GBR",4.7364432,-1.5010966,613.44798838127,0.210578217205882,49.5279966868235,1,"WHEAT"
"AUS","GRC",0,-0.32543695,319.664161222784,0.210578217205882,49.5279966868235,0,"WHEAT"
"AUS","IDN",886.4262119,879.8785811,130.852576892978,0.0154901960764706,3.64329411718588,1,"WHEAT"
"AUS","IND",0.0325383,-13.616621,321.163174295527,0.311764705882353,73.3270588235294,1,"WHEAT"
"AUS","NPL",0,-0.2559856,133.146008124487,0.188235294117647,44.2729411764706,0,"WHEAT"
"AUS","RUS",0,-0.6584808,271.344387812745,0.106843348717647,25.1295556183906,0,"WHEAT"
"AUS","R_ASP",5403.91431955,5388.64164,165.812670801039,0.126319129710131,41.1372821185238,1,"WHEAT"
"AUS","R_CSA",0.0882553,0.0476619,531.048829049639,0.116906540393277,27.4964183004988,1,"WHEAT"
"AUS","R_NEU",0,-0.5879675,271.344387812745,0.170773554276471,40.1659399658259,0,"WHEAT"
"AUS","R_NMC",1619.5526736,1614.4719909,420.662697140562,0.156925240128235,45.9720330463828,1,"WHEAT"
"AUS","R_OEU",89.76558875,63.46144475,550.496726936363,0.205589667012418,38.9682336372988,1,"WHEAT"
"AUS","R_SSA",51.0741887,50.7008409,463.362913948152,0.183382884265837,43.0524677783982,1,"WHEAT"
"AUS","SWE",0,-0.1632151,319.664161222784,0.210578217205882,49.5279966868235,0,"WHEAT"
"AUS","TUR",0.1180315,-0.6059455,521.851918925506,0.221328206423529,52.0563941508141,1,"WHEAT"
"AUS","USA",82.0796539,78.9319591,515.921601983927,0.0180256397647059,4.23963047265882,1,"WHEAT"
"BRA","ARG",1.9068575,-4194.645115,53.8917047684247,0.194828084524874,43.9769389504382,1,"WHEAT"
"BRA","AUS",0.0271575,-0.1216516,523.272524328776,0.0117647058823529,2.43647058823529,1,"WHEAT"
"BRA","CAN",0.0633038,-85.6365662,273.847395864722,0.2794269788,57.86932730948,1,"WHEAT"
"BRA","CHN",0.0228547,-0.8849618,678.319787897494,0.24,49.704,1,"WHEAT"
"BRA","COL",0.8362346,0.6492299,113.976478103463,0.00441176470588235,0.913676470588235,1,"WHEAT"
"BRA","DEU",0.1386087,-2.9097597,310.173442093897,0.213104973117647,44.1340399326647,1,"WHEAT"
"BRA","DNK",0,-0.2525869,315.905127977025,0.213104973117647,44.1340399326647,0,"WHEAT"
"BRA","GBR",0,-0.2589305,315.905127977025,0.213104973117647,44.1340399326647,0,"WHEAT"
"BRA","GRC",0.0142532,-0.0731135,322.304974624201,0.213104973117647,44.1340399326647,1,"WHEAT"
"BRA","IDN",65.999975,65.999975,571.412625357194,0.115098039217647,23.8368039219747,1,"WHEAT"
"BRA","MEX",0.42579,0.00458649999999999,235.624383758192,0.0710667462235294,14.7179231428929,1,"WHEAT"
"BRA","NOR",0.0049658,0.0049658,347.666572402684,0.365356898047059,75.6654135855459,1,"WHEAT"
"BRA","RUS",0,-236.76182,362.317307407593,0.102210321817647,21.1677576484347,0,"WHEAT"
"BRA","R_ASP",318.395615,318.0559487,545.651536385503,0.187050479881699,41.8672802990845,1,"WHEAT"
"BRA","R_CSA",20.65707535,-362.38332955,116.131736186987,0.0762837579473389,22.1177127792514,1,"WHEAT"
"BRA","R_NEU",0.00162275,-0.01363905,335.760236105133,0.176484291166387,36.5498967005587,1,"WHEAT"
"BRA","R_NMC",183.4952976,183.4774334,357.64367342922,0.156359055505176,40.4233804179088,1,"WHEAT"
"BRA","R_OEU",0.62805755,-22.541108,307.56759295301,0.207976047595752,34.5742356524038,1,"WHEAT"
"BRA","R_SSA",6.3856375,6.3856375,204.48402971727,0.18354469456991,37.9633246098083,1,"WHEAT"
"BRA","TUR",0.0384689,-0.2747959,349.492108025289,0.220277114970588,45.6193905104088,1,"WHEAT"
"BRA","USA",4.3314786,-620.6102847,248.124419077714,0.0256675038647059,5.31574005038059,1,"WHEAT"
"CAN","ARG",0,-0.0939468,153.774593418838,0.150784313723529,27.42766666631,0,"WHEAT"
"CAN","AUS",1.1035698,0.89386255,565.785693329273,0.195121436274341,28.9484962227538,1,"WHEAT"
"CAN","BRA",85.69987,85.6365662,254.796296725516,0.138431372547059,25.18066666631,1,"WHEAT"
"CAN","CHN",1004.6721226,1002.3944863,323.634855650767,0.24,43.656,1,"WHEAT"
"CAN","COL",1290.7943542,1290.6902002,124.410486888965,0.0098235294117647,1.7869,1,"WHEAT"
"CAN","DEU",110.1543475,108.9827685,183.853793499393,0.0475435642235294,8.64817433226,1,"WHEAT"
"CAN","DNK",0.0265505,-0.4299604,191.857895670587,0.0475435642235294,8.64817433226,1,"WHEAT"
"CAN","ETH",6.200012,6.200012,394.610740798128,0.240196078429412,43.69166666631,1,"WHEAT"
"CAN","FIN",0.0075287,0.0075287,203.095446969781,0.0475435642235294,8.64817433226,1,"WHEAT"
"CAN","GBR",487.3545765,484.8926629,157.339537013099,0.0475435642235294,8.64817433226,1,"WHEAT"
"CAN","GRC",0.465498,-0.5908335,261.150776515716,0.0475435642235294,8.64817433226,1,"WHEAT"
"CAN","IDN",2264.6327198,2264.3593344,505.4601135401,0.115098039217647,20.93633333369,1,"WHEAT"
"CAN","IND",1.300864,0.7991739,415.025118047149,0.311764705882353,56.71,1,"WHEAT"
"CAN","MEX",732.3514855,724.202595,80.3487169762243,0.00637254901764706,1.15916666631,1,"WHEAT"
"CAN","NOR",0.1064877,0.0844202,175.579755648052,0.3460096394,62.93915340686,1,"WHEAT"
"CAN","NPL",1.184316,1.184316,394.830548037486,0.188235294117647,34.24,1,"WHEAT"
"CAN","RUS",0,-0.049315,272.338283509057,0.106843348717647,19.43480513174,0,"WHEAT"
"CAN","RWA",1.006605,1.006605,419.870920793312,0.201470588235294,36.6475,1,"WHEAT"
"CAN","R_ASP",4430.6786604,4421.7732517,388.575633902476,0.15099623340817,31.3544578283353,1,"WHEAT"
"CAN","R_CSA",3203.3708653,3201.7149651,139.710287001196,0.109412942954342,19.9022143233948,1,"WHEAT"
"CAN","R_NEU",39.9313388,39.6865656,204.525060400807,0.154540164526891,28.1108559274414,1,"WHEAT"
"CAN","R_NMC",1611.1787402,1609.73094965,293.563327423754,0.149454651892941,35.64708348351,1,"WHEAT"
"CAN","R_OEU",1770.6704214,1740.22084995,197.889621573595,0.046121209348366,6.31963716613,1,"WHEAT"
"CAN","R_SSA",1779.1832777,1778.2436775,339.74327898355,0.183382884265837,33.2961049697731,1,"WHEAT"
"CAN","SWE",0.0181437,-0.2185012,193.125383178534,0.0475435642235294,8.64817433226,1,"WHEAT"
"CAN","TUR",3.90939085,-9.56375685,269.346529824493,0.221328206423529,40.25960074844,1,"WHEAT"
"CAN","USA",793.0081989,701.1973115,42.5307755271126,0.0177315221176471,3.2253638732,1,"WHEAT"
"CHN","ARG",0.1570457,0.1570457,757.797524838283,0.150784313723529,48.5595333670131,1,"WHEAT"
"CHN","AUS",5.8226943,-663.6205702,257.320518329125,0.193068071646343,46.0618835729785,1,"WHEAT"
"CHN","BRA",0.9078165,0.8849618,653.799013557514,0.138431372547059,44.5813141184284,1,"WHEAT"
"CHN","CAN",2.2776363,-1002.3944863,343.954257034571,0.2794269788,89.9884302657729,1,"WHEAT"
"CHN","COL",0.047721,0.047721,575.046427749397,0.128431372547059,41.3608509171932,1,"WHEAT"
"CHN","DEU",0.288202,-1.1865305,252.68499841829,0.213104973117647,68.62967239256,1,"WHEAT"
"CHN","DNK",0.0528958,-4.2338434,242.638474253887,0.213104973117647,68.62967239256,1,"WHEAT"
"CHN","ETH",0.0103687,0.0103687,274.380176956776,0.240196078429412,77.3542631662925,1,"WHEAT"
"CHN","FIN",0.0890652,0.06867855,204.060196248266,0.213104973117647,68.62967239256,1,"WHEAT"
"CHN","GBR",0.3517369,-10.5838117,272.421590990753,0.213104973117647,68.62967239256,1,"WHEAT"
"CHN","GRC",0.0464084,-1.3804186,253.007983547724,0.213104973117647,68.62967239256,1,"WHEAT"
"CHN","IDN",1.6722494,-58.6395426,125.868494812369,0.193068071646343,46.0618835729785,1,"WHEAT"
"CHN","IND",8.7047546,8.5003388,108.030142391029,0.265220588235294,85.4133144621719,1,"WHEAT"
"CHN","MEX",1.2094293,1.0557405,431.038672527679,0.139998011411765,45.0858443997694,1,"WHEAT"
"CHN","NOR",8.8822195,8.8822195,223.16438797368,0.358903285041176,115.583482227754,1,"WHEAT"
"CHN","NPL",0.2643325,0.2643325,80.0088622002745,0.188235294117647,60.6204837879568,1,"WHEAT"
"CHN","RUS",2.4947616,1.7744021,153.700381267207,0.102210321817647,32.916458020014,1,"WHEAT"
"CHN","RWA",0.041658,0.041658,334.623602530732,0.201470588235294,64.8828615542975,1,"WHEAT"
"CHN","R_ASP",162.8518683,126.7738081,121.386077705493,0.135228960533007,65.3249836706753,1,"WHEAT"
"CHN","R_CSA",4.1750524,-1.7912128,553.903133435505,0.116185718731372,37.4171831683449,1,"WHEAT"
"CHN","R_NEU",0.2631665,-0.0131131,243.647488313578,0.164377092992437,52.9370379108161,1,"WHEAT"
"CHN","R_NMC",8.2301915,-197.6011206,185.776209022294,0.146643786704,58.5139834465483,1,"WHEAT"
"CHN","R_OEU",24.6436649,-366.9843758,239.648026898858,0.207976047595752,53.7639080779337,1,"WHEAT"
"CHN","R_SSA",14.9922055,14.9761163,367.88874079073,0.18354469456991,59.0340366501373,1,"WHEAT"
"CHN","SWE",0.3419045,0.2385254,222.761479382496,0.213104973117647,68.62967239256,1,"WHEAT"
"CHN","TUR",0.4162636,-11.6804211,220.524751010604,0.220277114970588,70.9394342837035,1,"WHEAT"
"CHN","USA",5.5688495,-392.5449226,372.278649532213,0.0437257956411765,14.0817315807139,1,"WHEAT"
"COL","ARG",0,-26.2789785,102.695584332508,0.194828084524874,43.9769389504382,0,"WHEAT"
