"from_iso3","to_iso3","q_initial","net_initial","trade_USD_t","adv","sdt_USD_t","dummy_q_initial","SPAM_code"
"ARG","BRA",0,-23.3219867,102.695584332508,0.147544497502961,239.852093408115,0,"COFFEE"
"ARG","COL",0,-0.5990547,102.695584332508,0.147544497502961,239.852093408115,0,"COFFEE"
"ARG","DEU",0,-0.0306078,315.905127977025,0.0738492235142857,181.583876213876,0,"COFFEE"
"ARG","ETH",0,-0.038984,306.601357824664,0.257142857142857,632.274714867904,0,"COFFEE"
"ARG","GBR",0,-0.0868631,315.905127977025,0.0738492235142857,181.583876213876,0,"COFFEE"
"ARG","MEX",0,-0.0544544,102.695584332508,0.302857142857143,744.679108622198,0,"COFFEE"
"ARG","R_ASP",0,-0.268113,551.578138281287,0.213496464485714,524.954951920041,0,"COFFEE"
"ARG","R_CSA",0.4460667,-0.1183263,122.531592635837,0.122126984126531,436.744409780792,1,"COFFEE"
"ARG","R_NEU",0,-0.3732422,362.317307407593,0.0817708592816326,201.061959531991,0,"COFFEE"
"ARG","R_OEU",0,-0.2703312,315.905127977025,0.0727226793507936,156.653887572345,0,"COFFEE"
"ARG","USA",0.0466242,-0.0510507,283.704412304062,0.0136023958,33.4461980454209,1,"COFFEE"
"AUS","BRA",0,-21.3944336,569.516911017818,0.122857142857143,302.086808214665,0,"COFFEE"
"AUS","CAN",0.0548204,-0.3543543,583.029510664399,0.153996133660172,268.885839502883,1,"COFFEE"
"AUS","CHN",0.0501821,-0.3049425,269.848599923677,0.153996133660172,268.885839502883,1,"COFFEE"
"AUS","COL",0,-11.8411667,569.516911017818,0.135714285714286,333.70054395806,0,"COFFEE"
"AUS","DEU",0.0025517,-2.5456085,628.086783157294,0.0732697839142857,180.159123405481,1,"COFFEE"
"AUS","ETH",0,-3.953405,314.00867931702,0.257142857142857,632.274714867904,0,"COFFEE"
"AUS","GBR",0.0226544,-0.9591062,647.113923526372,0.0732697839142857,180.159123405481,1,"COFFEE"
"AUS","IDN",0,-5.6147995,133.146008124487,0.153996133660172,268.885839502883,0,"COFFEE"
"AUS","IND",0,-4.5604857,133.146008124487,0.7,1721.19227936263,0,"COFFEE"
"AUS","MEX",0,-0.8296637,569.516911017818,0.342857142857143,843.032953157205,0,"COFFEE"
"AUS","RWA",0,-0.07599,314.00867931702,0.228571428571429,562.02196877147,0,"COFFEE"
"AUS","R_ASP",9.2143014,-17.8245543,176.72588903407,0.146844040944444,455.355310229106,1,"COFFEE"
"AUS","R_CSA",0,-8.0569201,569.516911017818,0.165470521541497,411.251769786285,0,"COFFEE"
"AUS","R_NEU",0.0357636,-3.182503,584.66005702071,0.0929343361346939,228.511231203895,1,"COFFEE"
"AUS","R_NMC",0.1028815,-0.11390755,463.345105703055,0.101104761905714,312.555844890614,1,"COFFEE"
"AUS","R_OEU",0.0722749,-18.98545855,591.147646633009,0.0721754308396825,155.941511168147,1,"COFFEE"
"AUS","R_SSA",0.0111537,-2.562346,504.114392220239,0.195669454821978,496.017189671011,1,"COFFEE"
"AUS","TUR",0.0213699,-0.002582,530.846843278106,0.127888312742857,314.457680733884,1,"COFFEE"
"AUS","USA",0.0490546,-0.2183583,555.672968250859,0.0116712776142857,28.6978756000092,1,"COFFEE"
"BRA","ARG",23.3219867,23.3219867,52.5590429950499,0.147544497502961,239.852093408115,1,"COFFEE"
"BRA","AUS",21.3944336,21.3944336,489.512539860956,0.147544497502961,239.852093408115,1,"COFFEE"
"BRA","CAN",37.9358244,37.9358244,256.881257135017,0.147544497502961,239.852093408115,1,"COFFEE"
"BRA","CHN",0.7848655,0.7780041,654.751179283953,0.117142857142857,167.303428571429,1,"COFFEE"
"BRA","COL",39.2384385,39.1785171,109.673422708394,0.147544497502961,239.852093408115,1,"COFFEE"
"BRA","DEU",438.227861,437.3902621,286.157751479183,0.0778129411857143,111.132442601437,1,"COFFEE"
"BRA","DNK",4.1423367,4.1423367,315.194886309641,0.0778129411857143,111.132442601437,1,"COFFEE"
"BRA","ETH",0.0073925,0.0073925,332.839648644759,0.257142857142857,367.251428571429,1,"COFFEE"
"BRA","FIN",24.7162712,24.7162712,348.908148155719,0.0778129411857143,111.132442601437,1,"COFFEE"
"BRA","GBR",37.2214138,37.0317334,275.155614942702,0.0778129411857143,111.132442601437,1,"COFFEE"
"BRA","GRC",31.7418558,31.7418558,298.393809742248,0.0778129411857143,111.132442601437,1,"COFFEE"
"BRA","IDN",11.4016513,11.4016513,581.534643748028,0.157142857142857,224.431428571429,1,"COFFEE"
"BRA","IND",3.1054922,3.1054922,494.712026598467,0.7,999.74,1,"COFFEE"
"BRA","MEX",58.6716873,57.5177593,224.299290851092,0.302857142857143,432.540571428571,1,"COFFEE"
"BRA","NOR",14.137991,14.137991,321.084211813363,0.147544497502961,239.852093408115,1,"COFFEE"
"BRA","RUS",45.2382576,45.2382576,396.008381775656,0.0623809523857143,89.0924761972771,1,"COFFEE"
"BRA","RWA",0.0094692,0.0094692,275.560223960221,0.228571428571429,326.445714285714,1,"COFFEE"
"BRA","R_ASP",163.9892756,163.9739303,549.283936721677,0.215164314596825,307.297674107186,1,"COFFEE"
"BRA","R_CSA",30.48588135,30.48588135,115.680623208931,0.120355555555102,222.998467903402,1,"COFFEE"
